ID,Title,Organisation ID,Organisation Name,Salary_Combined,Short description,Location,Remote work allowed,Benefits,Workplace type,Description,Seniority level,Under 10 applications,Job functions,Date posted,Date expires,Industry,Source domain,Easy apply,Job type,Industry,Link,Descrption(fivrr)
3538575477,Data Science Intern,b3JnOjY4MjM=,Hewlett Packard Enterprise,,-,"San Jose, CA",,,On-site,,,,,3/2/2023 8:07,4/11/2023 20:45,,careers.hpe.com,NO,,,https://www.linkedin.com/jobs/view/3538575477,"Job Description 

Advance the way you live and work at HPE. 

Who We Are 

At HPE, our team members search beyond customers' needs today to accelerate what’s next and make a difference — for others, our company, and the planet. Our customers turn to us because we are positive, empathetic, and enterprising. We embrace opportunities to accelerate this transformation across data, connectivity, cloud, and security. And together we make what was once thought impossible, possible. 

That’s why we not only give you the space to grow into the professional you want to be, but we also embrace who you are and where you come from. We also value the flexibility and autonomy to balance work and personal needs in a way that works best for you. 

A career as a Data Science Intern allows you the opportunity to designs, develop, and apply programs, methodologies and systems based on advanced analytic models (e.g., advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making. Our internships provide you with an opportunity to gain real world experience and make an immediate impact at HPE. You’ll get assigned meaningful projects, gain exposure to leaders, and connect with other interns. Key aspects of our internship program include learning and professional development, social and networking events, and volunteer opportunities. 

What You'll Do 

You will design, develop, and apply programs, methodologies and systems based on advanced analytic models (e.g. advanced statistics, operations research, computer science, process) to transform structured and unstructured data into meaningful and actionable information insights that drive decision making. You will utilize your data visualization techniques knowledge to translate analytic insights into understandable business stories (e.g., descriptive, inferential, and predictive insights). 

You will embed analytics into client’s business processes and applications. You will combine business acumen and scientific methods to solve business problems. You will utilize machine learning, data integration, modeling skills and Extract, Transform Load (ETL) tools (e.g. Infomatica, Ab Initio, Talend). 

The Technology 

Analytics software (e.g., R, SAS, SPSS, Python, Cplex) and other data programming languages 

Locations: 

San Jose, CA 
Roseville, CA 
Fort Collins, CO 
Bloomington, MN 
Houston, TX 

What You’ll Need 

Working towards a Bachelor’s/Master’s degree with a focus in computer science, statistics, mathematics, electrical engineering, or relevant area 
Basic knowledge of data science methodologies 
Have a working proficiency in effective use of analytics software (e.g., R, SAS, SPSS, Python, Cplex) and data programming languages 
You are fully comfortable working in a hybrid (virtual and face-to-face) environment 

What We’d Prefer You Bring 

GPA of 3.0 or higher 
The drive to seek out what’s next and to deliver exceptional results 
A collaborative, solution focused spirit and overall sense of urgency 
The desire to embrace new ideas and fresh thinking and seek out ideas different than your own 
Experience as an active leader on campus who strives to make a positive impact on the world 
Comfort with working in a hybrid (virtual and face-to-face) environment 
Exceptional communication and presentation skills and the ability to ask smart questions 

At HPE, We’re 

Ranked 19th on Fortune’s 2022 list of 100 Best Companies to Work For 
Ranked 7th on Newsweek’s list of America’s Most Responsible Companies 2022 
Named a Best Place to Work for Disability Inclusion for the sixth year in row 
Named one of the 100 Best Large Workplaces for Millennials in 2021 
Recognized as one of the Best Companies for Multicultural Women by Seramount 

Ready to take the next step? Open up opportunities with HPE. 

HPE is an equal opportunity employer/Female/Minority/Individual with Disabilities/Protected Veteran Status 

#interns 

Job 

Engineering 

Job Level 

N/A 

States with Pay Range Requirement 

The expected salary/wage range for a U.S.-based hire filling this position is provided below. Actual offer may vary from this range based upon geographic location, work experience, education/training, and/or skill level. If this is a sales role, then the listed salary range reflects combined base salary and target-level sales compensation pay. If this is a non-sales role, then the listed salary range reflects base salary only. Variable incentives may also be offered. Information about employee benefits offered can be found at https://myhperewards.com/main/new-hire-enrollment.html. 

Hourly: $27.25 - $33.00 

Hewlett Packard Enterprise is EEO F/M/Protected Veteran/ Individual with Disabilities. 

HPE will comply with all applicable laws related to employer use of arrest and conviction records, including laws requiring employers to consider for employment qualified applicants with criminal histories. 
"
3557337595,Senior Lead Data Scientist,b3JnOjE5Njk5NzQ5,Hilton,,-,"McLean, VA",,,Remote,,,,,4/10/2023 23:50,4/11/2023 20:45,,hilton.taleo.net,NO,,,https://www.linkedin.com/jobs/view/3557337595,"About the job 
In Commercial Strategy, Insights, and Analytics, we are internal consultants to key functions across the business, including Hilton’s Customer, Brands, Marketing, Digital, Revenue, and Sales organizations, with specialized support for the executive leadership team. The team consists of both embedded authorities who serve as strategic advisors to key partners and technical specialists who are proficient in advanced analytics techniques and tools. The team is integrated with the business functions to ensure close partnership and to optimally measure and drive company performance. 

What will I be doing? 

The Data Science Team serves as internal advanced analytics consultants to key functions across Hilton’s business, bringing predictive and prescriptive analytics through Data Science, Machine Learning (ML), and Artificial Intelligence (AI). You will be an ambassador bringing the values of big data to fruition and serving as the main resource for building sophisticated analytics models for Hilton’s groundbreaking data science initiatives! 

More Specifically, You Will 
Collaborate with business and technical teams to collect, analyze enhance and understand business requirements. 
Translating activities and business goals into researching, selecting, and building data science models and algorithms. 
Partner with other functional teams to access data elements, understand the data being analyzed and identify improvement opportunities for the data ingestion process. 
Design, improve, document, develop, code, and test sophisticated analytical prototype models in a big-data environment. 
Solve practical data science problems in creative and novel ways, and operate with significant autonomy 
Provide technical advice to other team members and senior management, and lead model development of data science projects. 
What are we looking for? 

Skills 

We believe the success in this role will demonstrate itself through the following attributes and skills 

We seek problem-solvers who are passionate about data science and strive for opportunities to build or improve data science algorithms and models. 
Self-starter, well organized, accountable and a confident teammate willing to take ownership of responsibilities with positive energy and drive 
Forward-thinking individuals who have a real passion for delivering a highly positive customer experience 
A dedicated work demeanor that exhibits flexibility, drive, and dependability 
A high level of accountability and commitment to solving problems through critical thinking 
Experience managing large datasets, diving into data to discover patterns, using data visualization tools, and create robust models 
To fulfill this role successfully, you should demonstrate the following minimum qualifications: 
Eight (8) years of research experience in science or engineering fields that involve data analysis and mathematical modeling (including academic experience) 
Five (5) years of professional/industry experience in building, implementing, testing, and deploying advanced analytics production models 
Five (5) years of enterprise-scale projects in technology applications 
Advanced programming skills in SQL and Python, and proficient with common data science Python packages (including Pandas, SciPy, Scikit-learn, Prophet, LightGBM, TensorFlow/PyTorch etc.) 
It would be useful in this position for you to demonstrate the following capabilities and distinctions: 
Ph. D. Degree in Data Science, Statistics, Operations Research, Computer Science, Industrial Engineering or similar concentrations 
Solid experience with research and development in pricing and revenue management in the hospitality industry 
In-depth knowledge of theory and practice of forecasting and pricing models, including statistical methods, time series models, neural networks, and optimization algorithms 
Proficient with tools for probabilistic methods such as Stan, Pyro or TensorFlow Probability 
Demonstrated capability with using optimization solvers (Gurobi, CPLEX or similar) to model optimization problems in practice 
Presentations or publications in top research journals or conferences 
Deep understanding of the big-data platforms, cloud service providers related ecosystems such as Apache Spark, Amazon Sagemaker, or similar frameworks 
What is it like working for Hilton? 

The future of hospitality is bright at Hiltonworld-class brands. Dedicated to filling the earth with the light and warmth of hospitality, we have welcomed more than 3 billion guests in our more than 100-year history. Hilton is proud to have an award-winning workplace culture, and we are consistently named among one of the World’s Best Workplaces. 

We support the mental and physical wellbeing of all Team Members, so they can Thrive, thanks to innovative programs and benefits such as workplace flexibility, career growth and development, and our Go Hilton travel discount program. Hilton prioritizes understanding and integrating our Team Members’ unique perspectives and voices—along with those of our Guests, Owners, Suppliers, and Partners—to cultivate a diverse and inclusive environment for all. Check out the Hilton Careers blog and Instagram to learn more about what it’s like to be on Team Hilton! 

We are an equal opportunity employer and value diversity at our company. We will ensure that qualified individuals with protected disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions of their role, and to receive other benefits and privileges of employment. Please contact us to request accommodation. 

Work Locations 

Hilton - Revenue Management - McLean 

Schedule 

Full-time 

Brand 

Hilton Corporate 

Shift 

Day Job 

Job Level 

Manager 

Job 

Data and Analytics 
"
3561807836,Project Engineer,b3JnOjQ5MjQzMzI5,Hitachi Energy,,-,"Latham, NY",,,On-site,,,,,3/31/2023 17:30,4/11/2023 20:45,,hitachi.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3561807836,"About the job 
Location: 

Latham, New York, United States 

Job ID 

US54474173 

Date Posted 

2023-03-29 

Company Name 

Hitachi Energy USA Inc 

Profession (Job Category) 

Engineering & Science 

Job Schedule 

Full time 

Remote 

No 

Job Description 

General information: Hitachi Energy is seeking a Senior Project Engineer for a local assignment in Albany, New York. This role is responsible for providing technical support and service to our customers. This role also involves understanding and documenting customer-reported issues, taking ownership, researching, and resolving issues, as well as guiding customers on system usage and general inquiries. Responsibilities: Provide consultation, diagnosis, escalation, status-reporting, and resolution implementation to reported problems Investigate issues and defects at a detailed level to determine appropriate method of resolution; identify workarounds; provide information to developers to easily replicate issues and fix software defects On-call support for critical issues affecting customer production systems Respond to client inquiries concerning systems usage and operations Provide technical support and advice for implementation of software fixes/upgrades Coordinate installations of upgrades and revisions to software with customers Identify and implement tools to assist in supporting the technical support team and the customer Identify areas for improvement and implement initiatives to improve customer service efficiency and effectiveness Deliver a high level of customer satisfaction through the excellent customer support Your background: Bachelor's Degree in Engineering or Computer Science and a minimum 8 years of experience in a technical customer support capacity. Candidate must already have a work authorization that would permit them to work for ABB in the United States Experience with Power Systems Network Modeling, Network Topological Analysis, Power Flow, Contingency Analysis, State Estimator, Security Constrained Unit Commitment, Economic Dispatch, Linear and Non-Linear Programming (Optimization) and Numerical Methods. Familiarity with mathematical modeling tools (AMPL/AIMMS) and optimization solvers (CPLEX and Gurobi) Experience developing power system application software for Electricity Market Experience with multi-threading, high performance, memory intensive analytical applications. Strong demonstrable analytical and problem-solving abilities with a proven ability or the ability to learn software troubleshooting and diagnosis skills Demonstrated programming skills in high performance, high programming level languages such as FORTRAN or C/C++. Formal classroom education in Data Structures and Databases is desirable as is work experience on a Unix or Linux OS environment. Must be willing to work on an on-call basis to support customer emergencies on a mission critical system Well-developed written and verbal skills Positive and proactive personality with a desire for providing excellent customer service and support 

Equal Opportunity Employer (EOE)-Females/Minorities/Protected Veterans/Individuals With Disabilities 

Protected veterans and qualified individuals with a disability may request a reasonable accommodation if you are unable or limited in your ability to use or access Hitachi Energy career site as a result of your disability. You may request reasonable accommodations by calling a Hitachi Energy HR Representative at 1-888-504-2007 or by sending an email to: us-pg-askhr@abb.com. Resumes and applications will not be accepted in this manner. 
"
3565888678,Senior Optimization Engineer,b3JnOjQ5MjQzMzI5,Hitachi Energy,,-,"San Jose, CA",,,On-site,,,,,3/31/2023 17:30,4/11/2023 20:45,,hitachi.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3565888678,"About the job 
Location: 

San Jose, California, United States 

Job ID 

US54945898 

Date Posted 

2023-03-29 

Company Name 

Hitachi Energy USA Inc 

Profession (Job Category) 

Engineering & Science 

Job Schedule 

Full time 

Remote 

No 

Job Description 

General information: Hitachi energy is seeking an Senior Optimization Engineer for its San Jose, CA location. This role is responsible for Market Optimization Application, will be focused in delivering innovative solutions in the areas of mathematical modelling, optimization (linear and non-linear programming) and numerical methods. Responsibilities: Analyze and understand customer engineering, business and software requirements, propose technically feasible solutions, estimate required effort, identify risks and formulate implementation approach and assumptions. Design, develop, test, integrate and document optimization applications and related work for customer projects, while following best engineering and software development practices. Support software releases and assist onsite/support team with expert knowledge, problem analysis, troubleshoot and resolution of defects as required to bringing issues to closure. Actively research and further own knowledge in mathematical modelling, optimization, market operation, power system analysis and real time control and support and improve software development practices and documentation. Provide expertise and represent the company internal and external discussions with internal stakeholders, customer meetings, industry gatherings. Must be willing to travel for short periods of time to visit or support customers around the world. Living Hitachi Energy's core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business. Your background: Bachelor's degree with minimum 5 years of experience. Minimum 3 years of experience using high performance, high programming level languages such as FORTRAN or C/C++ Minimum 5 years of experience using optimization modelling tools (AMPL/AIMMS) and optimization solvers (CPLEX and Gurobi). Minimum 3 years of experience using Linux or AIX operating systems. Minimum of 2 years Experience developing power system application software for Electricity Market. Proficient English written and oral communication skills. Candidate must already have work authorization that would permit them to work for Hitachi Energy in the United States. 

Equal Opportunity Employer (EOE)-Females/Minorities/Protected Veterans/Individuals With Disabilities 

Protected veterans and qualified individuals with a disability may request a reasonable accommodation if you are unable or limited in your ability to use or access Hitachi Energy career site as a result of your disability. You may request reasonable accommodations by calling a Hitachi Energy HR Representative at 1-888-504-2007 or by sending an email to: us-pg-askhr@abb.com. Resumes and applications will not be accepted in this manner. 
"
3565885737,Senior Optimization Engineer,b3JnOjQ5MjQzMzI5,Hitachi Energy,,-,"San Jose, CA",,,On-site,,,,,3/31/2023 17:30,4/11/2023 20:45,,hitachi.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3565885737,"About the job 
Location: 

San Jose, California, United States 

Job ID 

US54945898 

Date Posted 

2023-03-29 

Company Name 

Hitachi Energy USA Inc 

Profession (Job Category) 

Engineering & Science 

Job Schedule 

Full time 

Remote 

No 

Job Description 

General information: Hitachi energy is seeking an Senior Optimization Engineer for its San Jose, CA location. This role is responsible for Market Optimization Application, will be focused in delivering innovative solutions in the areas of mathematical modelling, optimization (linear and non-linear programming) and numerical methods. Responsibilities: Analyze and understand customer engineering, business and software requirements, propose technically feasible solutions, estimate required effort, identify risks and formulate implementation approach and assumptions. Design, develop, test, integrate and document optimization applications and related work for customer projects, while following best engineering and software development practices. Support software releases and assist onsite/support team with expert knowledge, problem analysis, troubleshoot and resolution of defects as required to bringing issues to closure. Actively research and further own knowledge in mathematical modelling, optimization, market operation, power system analysis and real time control and support and improve software development practices and documentation. Provide expertise and represent the company internal and external discussions with internal stakeholders, customer meetings, industry gatherings. Must be willing to travel for short periods of time to visit or support customers around the world. Living Hitachi Energy's core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business. Your background: Bachelor's degree with minimum 5 years of experience. Minimum 3 years of experience using high performance, high programming level languages such as FORTRAN or C/C++ Minimum 5 years of experience using optimization modelling tools (AMPL/AIMMS) and optimization solvers (CPLEX and Gurobi). Minimum 3 years of experience using Linux or AIX operating systems. Minimum of 2 years Experience developing power system application software for Electricity Market. Proficient English written and oral communication skills. Candidate must already have work authorization that would permit them to work for Hitachi Energy in the United States. 

Equal Opportunity Employer (EOE)-Females/Minorities/Protected Veterans/Individuals With Disabilities 

Protected veterans and qualified individuals with a disability may request a reasonable accommodation if you are unable or limited in your ability to use or access Hitachi Energy career site as a result of your disability. You may request reasonable accommodations by calling a Hitachi Energy HR Representative at 1-888-504-2007 or by sending an email to: us-pg-askhr@abb.com. Resumes and applications will not be accepted in this manner. 
"
3489509586,Data analytics engineer,b3JnOjg5NDU2OQ==,"Honda of America Mfg., Inc.",,-,"Marysville, OH",,,On-site,,,,,1/24/2023 17:15,4/11/2023 20:44,,hondana.taleo.net,NO,,,https://www.linkedin.com/jobs/view/3489509586,"Description 

Data Analytics Engineer 

Location: Marysville, OH / ADC 

What Makes a Honda, Is Who Makes a Honda 

Honda has a clear vision for the future, and it’s a joyful one. We are looking for individuals with the skills, courage, persistence, and dreams that will help us reach our future-focused goals. 

At our core is innovation. Honda is constantly innovating and developing solutions to drive our business with record success. We strive to be a company which serves as a source of “power” that supports people around the world who are trying to do things based on their own initiative and that helps people expand their own potential. To this end, Honda strives to realize “the joy and freedom of mobility” by developing new technologies and an innovative approach to achieve a “zero environmental footprint.” 

We are looking for qualified individuals with diverse backgrounds, experiences, continuous improvement values, and a strong work ethic to join our team. 

If your goals and values align with Honda’s, we want you to join our team to Bring the Future! 

About This Position 

This role revolves around identifying, planning, and implementing system improvements and applying analytics from proof-of-concept to production. The Data Analytics Engineer generates new ideas to derive value from data and assists in project scoping, design, data analysis, and execution. 

Responsibilities Include 

Translating business inquiries and challenges into data-driven solutions with the support of data engineers, scientists, and IT (defining scope & requirements) 
Building and implementing models and dashboards for use by all levels of the organization 
Developing processes and tools to monitor and analyze model performance and data 

accuracy 

Presenting results to senior management as required. 
Identifying business challenges and translate into SMART requirements for AGILE development 
Launching projects consistently in an AGILE methodology and report benefits 
Mentoring associates in analytics tools and projects 

Who We Are Seeking 

Required Work Experience: 

2 - 6 years of experience based upon education (2 years analytics/project lead experience) 

Required Education 

Bachelors’ degree in Engineering, Data Analytics, Data Science, MIS, Computer Science; or equivalent relevant experience. 

Desired Skills 

Experience with open-source data analytics in Python and/or R (data mining, data modelling, machine learning) and data visualization tools (Tableau, Power BI, Plotly, etc). 
Comprehension of inferential statistics, machine learning, and applied data analytics. 

Linear programming for optimization. 

Additional Position Factors 

Workstyle: Office/ Fast-pace Manufacturing environment 
Travel: 15% 

At Honda, you will play a key role in our journey to become a company that society wants to exist now, and in the future. Your endless curiosity will drive innovation and your courageous spirit will challenge the status quo. We believe having a workforce made up of diverse thinkers and innovators makes us a better Honda. Respect for each other and respect for diversity each and every day drives our associates to contribute at the highest level and work effectively in a team environment. We make the dream of mobility a reality with our innovative and high-quality products. Together, we Bring the Future to our customers, associates, and communities. We are Honda! 

What differentiates Honda and make us an employer of choice? 

Total Rewards 

Competitive base salary 
Annual Bonus 
Overtime Pay 
Industry leading Benefit Plans (Medical, Dental, Vision) 
Paid time off, including vacation, paid holidays, sick time, personal days 
401K Plan with company match + additional contribution 
Relocation assistance (if eligible) 

Career Growth 

Advancement opportunities 
Career mobility 
Education reimbursement for continued learning 
Training and Development programs 

Additional Offerings 

Wellbeing program 
Community service and engagement programs 
Product programs 
Free drinks onsite 

Honda is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected factor. 
"
3557174898,Developer,b3JnOjc5NDgxOQ==,Horizon Media,,-,"New York, NY",,,On-site,,,,,4/6/2023 22:29,4/11/2023 20:44,,horizonmedia.wd1.myworkdayjobs.com,NO,,,https://www.linkedin.com/jobs/view/3557174898,"Job Description 

Who We Are 

Horizon Media, founded in 1989 by Bill Koenigsberg, is recognized as one of the most innovative marketing and advertising firms. We are headquartered in New York City, with offices in Los Angeles and Toronto. A leader in driving business solutions for marketers, Horizon is known for its highly personal approach to client service. Renowned for its incredible culture, Horizon is consistently named to all the prestigious annual Best Places to Work lists published by Fortune, AdAge, Crain’s New York Business and Los Angeles Business Journal. Together we are building a place of belonging. 

At Horizon, we understand the value that different perspectives can bring to our clients and culture, so we strive for an environment where our employees feel welcomed, safe and empowered. We value YOU and believe that your authentic voice and unique perspective allows us to create a more rewarding culture, and experience, together. 

Our simple recipe for success? We hire talented people (thinkers, doers, dreamers, makers), challenge them and give them every opportunity to grow. 

What You’ll Do 

40% - Develop high-quality applications by producing clean, efficient code. 
20% - Assist in solving complex problems related to servicing our clients and internal teams. 
20% - Learn and utilize best practices in performance, stability, scalability, and security. 
20% - Effectively work and communicate with team members as well as other departments. 

Who You Are 

A highly motivated junior back-end developer that can produce and maintain applications that drive media efficiencies for our clients and working efficiencies for Horizon Media. 
A person who can collaborate on small team of developers tasked to develop products that set our agency apart through innovation. You demonstrate basic technical skills including product design, coding, debugging, and implementation of web applications. 
A supporter of and advocate for diversity, equity, and inclusion. 

Required 

Preferred Skills & Experience 

1+ years of programming experience with Python, SQL. 
Experience with conducting statistical analyses (outside of an academic setting) 
Ability to work on and drive innovation of multiple products. 
Ability to articulate clearly and effectively in person and in writing. 
Excellent organizational skills and the ability to juggle multiple responsibilities. 
Bachelor’s degree. 

Preferred 

Strong desire to learn advanced statistical methods (generalized linear models, linear programming, Bayesian modeling, supervised and unsupervised machine learning) 
Experience with the following Python libraries: pandas, NumPy, scikit-learn, SciPy, Seaborn, Matplotlib 
Handling of APIs, databases, web scraping, data processing, and cloud platforms. 
Experience with Django framework 
Familiarly with Windows OS and Linux OS 

Certificates, Licenses and Registrations 

There are no requirements for certificates, licenses, and registrations. 

Physical Activity and Work Environment 

There are no requirements for physical activity and work environment. 

The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties and skills required of personnel so classified. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the employer. 

Horizon Media is proud to be an equal opportunity workplace. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. 

Salary Range 

$80,000.00 - $110,000.00 

A successful applicant’s actual base salary may vary based upon, but not limited to, skill sets, experience and training, licensure/certifications, and equity. As an organization, we take an aptitude and competency-based hiring approach. We provide a competitive total rewards package including a discretionary bonus and a variety of benefits including health insurance coverage, life and disability insurance, retirement savings plans, company paid holidays and unlimited paid time off (PTO), mental health and wellness resources, pet insurance, childcare resources, identity theft insurance, fertility assistance programs, and fitness reimbursement. 
"
3527696663,Software-Engineer--Robotics Warehouse Systems- Symbotic,b3JnOjYwMTgyMw==,Hub Recruiting- a ZRG Partners Company,,-,Greater Boston,,,Hybrid,,,,,4/11/2023 19:02,4/11/2023 20:45,,,NO,,,https://www.linkedin.com/jobs/view/3527696663,"About the job 
Software Engineer/Robotics - Hybrid, Wilmington, MA 


As a Software Engineer, you will play a hands-on role in the development of core software components responsible for orchestrating inventory into the Symbotic system and order fulfillment out to customers. We are looking for people who thrive in a creative, collaborative and agile development environment. 


In This Role 

Play an active role as part of an engineering team developing solutions for a multi-vehicle routing problem 
Design, develop and maintain real-time high-performance software to control fleets of mobile robots 
Build high-quality software in a dynamic fast-paced environment 
Collaborate with the team on best practices and improve quality standards 
Analyze and address the root cause of issues affecting product performance\ 

Qualifications: 

Bachelor’s Degree in Engineering related discipline required. (i.e. Computer Science, Mathematics, Electrical Engineering, etc.). 
Minimum 2 years professional experience developing software applications. 
The candidate must have experience with Object Oriented Design. 
Experience with Linux and its commands. 
Experience with developing unit tests and test and test automation frameworks. 
Experience with source control software (Git preferred). 
Qualified candidates should be comfortable with asynchronous or multithread programming, inter-process communication, and automated software testing. 
Working knowledge of linear programming is a plus. 
Experience with cross platform .NET core development is a plus. 
Experience writing managed code and optimizing around garbage collection is a plus. 
Professional on experience with Python and Regex is a plus. 
Experience with MS SQL and the SQL language is a plus. 
Experience working in an ELK stack is a plus. 

About Symbotic 

Symbotic is an automation technology leader reimagining the supply chain with its end-to-end, AI-powered robotic and software platform. Symbotic reinvents the warehouse as a strategic asset for the world’s largest retail, wholesale, and food & beverage companies. Applying next-gen technology, high-density storage and machine learning to solve today's complex distribution challenges, Symbotic enables companies to move goods with unmatched speed, agility, accuracy and efficiency. As the backbone of commerce the Symbotic platform transforms the flow of goods and the economics of supply chain for its customers. For more information, visit www.symbotic.com. 


https://www.youtube.com/watch?v=z_Jc9rCWkO4"
3494293125,Senior Operations Research Engineer,b3JnOjYzNTc4NDk=,Hungryroot,,-,United States,,,Remote,,,,,3/27/2023 22:24,4/11/2023 20:45,,boards.greenhouse.io,NO,,,https://www.linkedin.com/jobs/view/3494293125,"About the job 
Who We Are 

Hungryroot is the all-in-one recipe and grocery service. We're here to help people feel their best and make grocery shopping, cooking, and enjoying healthy food easier than ever. So, we're creating the first-of-its-kind food experience that puts people (and the planet) first, built for busy lives and individual needs. 

We are a distributed team built on top talent from over 10 states across the U.S. While we have an office in NYC, we support employees creating “offices” wherever they are. We believe in fostering team connection and collaboration across all of our “offices” - so don’t expect to be online at 6 am to make a meeting if you’re on the West coast. Expect to attend regular team building events, and to be able to work from the beach every once in a while. Expect to be treated like an owner who cares about our common goal, not someone who has to clock in and out of work. 

What You’ll Do 

Hungryroot is looking for a Sr. Operations Research Engineer to join our growing Data Science team. This person will build and evolve various optimization models, especially around selecting recipes and ingredients to send customers. The role involves developing, evolving, and optimizing model formulations in Python, using Gurobi. 

This person will work closely with various stakeholders, from the operations to the data science department to business analysts. 

This is a great opportunity for someone that enjoys iterating and building models that have a very real impact on the food people eat. The work this person will do will have tangible meaning, allowing them to have an opportunity to truly make a positive difference in people’s lives - healthy eating makes such a big difference. If you’re interested in learning more about this unique domain/market space and being able to be a part of a company that is mission driven, this role is for you! 

Responsibilities 

Design optimization models for the core algorithms powering Hungryroot’s differentiation: populating the customers’ cart with recipes that fit the customers’ food preferences. 
Work closely with product, design, and engineering teams to understand feature visions and own optimization strategy. 
Leverage machine learning and statistical methods to enhance optimization & predictive analyses 
Able to work independently, think critically while also able to collaborate with open mindedness in building quantitative approaches for ambiguous and complex problems. 
Design optimization models for the core algorithms powering Hungryroot’s differentiation: populating the customers’ cart with recipes that fit the customers’ food preferences 
Work closely with business analytics, product, design, and engineering teams to develop concepts and evolve our optimization approaches. 
Collaborate with your colleagues, influence them, use data to make decisions. 

Requirements 

5+ years of operations research experience. Hands on experience developing and improving model formulations in Gurobi, CPlex, Express, or another commercial solver. 
3+ years of professional experience in Python. 
Experienced with designing and implementing optimization solutions. 
Experience with SQL databases to retrieve data. 
Ideal: experience with Spark and Databricks. 
Ideal: interest in food and reduction in food waste. We’re looking for someone helping people eat healthy; and passionate about optimizing our supply chain to minimize food waste. 
Masters degree in Operations Research or related discipline. 

Perks & Benefits 

Remote Work Optional: Work from home, work from our NYC office, work from anywhere, you decide! 
Competitive compensation + comprehensive Medical, Dental, and Vision benefits 
Unlimited vacation policy 
Monthly Hungryroot credit 
Universal paid parental leave 
401k 
Commuter benefits 
A working environment filled with passionate, happy, smart people! 

Hungryroot is built on the values of being proactive, positive, and transparent in all that we do. Our mission to help make healthy eating easy, accessible, and joyful is better served by a diverse workplace. 

We are a proud Equal Opportunity Employer committed to building an inclusive workplace. We have zero-tolerance for harassment or discrimination. We do not discriminate on the basis of race, religion, ethnicity, national origin, gender identity, gender expression, sexual orientation, age, marital status, veteran status, or disability."
3518182103,Data Science Developer,b3JnOjYyNTEyMw==,ICONMA,,-,"Houston, TX",,,On-site,,,,,3/10/2023 16:15,4/11/2023 20:45,,www2.jobdiva.com,NO,,,https://www.linkedin.com/jobs/view/3518182103,"About the job 
Data Science Developer 

Location: Houston, TX 
Duration: 9 months 

Description: 
Join a software development team working in an Agile framework. 
Developing python-based large-scale optimization models and integrating them with automated data sets and user interfaces. 
Will need to be able to estimate effort to deliver features that meet Customer acceptance criteria. 
Work with Product Owners and Business Stakeholders to translate Customer needs into application features. Provide technical and operational support for applications built. 
Collaborate with data scientists, data engineers, and other developers in the organization. 

Requirements: 
3-5 years' experience 
Experience with: Mathematical optimization linear/nonlinear/ integer programming with working knowledge of Gurobi/ CPLEX, machine learning AI 
Analytical abilities 
Experience working on analytical projects 

Preferred: 
Master's Degree in Engineer, Mathematics, Computer Science, Operations Research, Statistics (highly preferred) 
Oil and gas experience 
As an equal opportunity employer, ICONMA prides itself on creating an employment environment that supports and encourages the abilities of all persons regardless of race, color, gender, age, sexual orientation, citizenship, or disability. 

Desired Skills and Experience 
LINEAR 
"
